"pluwadi","66b3eb653e680cb97150ce62","LEMAPPEUR4","623e2d9e7b43375b4a5d3a59","6933b7655a91b5e8b5c39e99","2025-12-06 00:01"
"mye","67d41e251c311713fa31dd60","Syn","5fc86ba947bce10001a030ba","6934f18e7956cf3291e991fb","2025-12-06 22:22"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","6934f28ced6e5d35d8e4f91b","2025-12-06 22:24"
"layy ♡","603df174d3dc740001da871a","edge = 5k EZ","67ddb380876e760f6dce79e4","6934f25a7956cf3291e9926f","2025-12-06 22:24"
"Redyr","622d12825301d3000177b094","shion","5ee4b5fc9d0ad24fd05b0a7a","6934f346d3cd36dfb8903a8f","2025-12-06 22:26"
"Tottenhamwisps","60ad03a48b6e1d00012f8e7e","amerain1729","63e33f4b3e7d8e18758fd541","6934f368e71318b28fb0e2e5","2025-12-06 22:33"
"Jackkincaid","5d698d4ab4ec17864c52c785","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934f3887956cf3291e99328","2025-12-06 22:33"
"Redyr","622d12825301d3000177b094","layy ♡","603df174d3dc740001da871a","6934f3eee71318b28fb0e30c","2025-12-06 22:35"
"layy ♡","603df174d3dc740001da871a","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934f695e71318b28fb0e3e1","2025-12-06 22:40"
"amerain1729","63e33f4b3e7d8e18758fd541","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934f56dd3cd36dfb8903aef","2025-12-06 22:41"
"Ringo","6046c8a097019400018ea4cf","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934f69fd3cd36dfb8903b2c","2025-12-06 22:43"
"Redyr","622d12825301d3000177b094","Kazuyanpi15","62f98280984cca8f85927223","6934f661a1940edb82371bb8","2025-12-06 22:45"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","Ringo","6046c8a097019400018ea4cf","6934f8027956cf3291e995c7","2025-12-06 22:47"
"amerain1729","63e33f4b3e7d8e18758fd541","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934f74bed6e5d35d8e4fade","2025-12-06 22:48"
"layy ♡","603df174d3dc740001da871a","SwordSlicer56 (YT)","5f1ca5d2ce09d300017782f3","6934f71aed6e5d35d8e4fac9","2025-12-06 22:49"
"shion","5ee4b5fc9d0ad24fd05b0a7a","Danielmb467","61beda9c8da5ba00015b9a71","6934f925d3cd36dfb8903baa","2025-12-06 22:52"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","Ringo","6046c8a097019400018ea4cf","6934f8d77956cf3291e99647","2025-12-06 22:53"
"Redyr","622d12825301d3000177b094","Jackkincaid","5d698d4ab4ec17864c52c785","6934f85cd3cd36dfb8903b7f","2025-12-06 22:54"
"fygg","6903ae4f4157ce8736819f9b","hume","68a60440c65f242ade33542f","6934f9c17956cf3291e996c5","2025-12-06 22:55"
"amerain1729","63e33f4b3e7d8e18758fd541","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","6934f902ed6e5d35d8e4fb87","2025-12-06 22:57"
"shion","5ee4b5fc9d0ad24fd05b0a7a","nauj","6146af3a7b19390001c3a181","6934fa11e71318b28fb0e4dc","2025-12-06 22:58"
"Ringo","6046c8a097019400018ea4cf","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934fa2ad3cd36dfb8903be7","2025-12-06 23:00"
"Redyr","622d12825301d3000177b094","amerain1729","63e33f4b3e7d8e18758fd541","6934fb07ed6e5d35d8e4fc5a","2025-12-06 23:04"
"shion","5ee4b5fc9d0ad24fd05b0a7a","ThomasThTrain","5fdcf2d89f206900016dc4d2","6934fb6ad3cd36dfb8903c1f","2025-12-06 23:04"
"amerain1729","63e33f4b3e7d8e18758fd541","Redyr","622d12825301d3000177b094","6934fcba7956cf3291e9985e","2025-12-06 23:11"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","sparqkle(すぱーくる)","67af33931b7ca29477ec0276","6934fc95d3cd36dfb8903c51","2025-12-06 23:12"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","6934fe95d3cd36dfb8903cb1","2025-12-06 23:15"
"amerain1729","63e33f4b3e7d8e18758fd541","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","6934ff4ad3cd36dfb8903cd9","2025-12-06 23:17"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","6934ffe57956cf3291e99a0a","2025-12-06 23:20"
"Ringo","6046c8a097019400018ea4cf","Kazuyanpi15","62f98280984cca8f85927223","6934fca3e71318b28fb0e5a1","2025-12-06 23:21"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","69350099d3cd36dfb8903d24","2025-12-06 23:24"
"amerain1729","63e33f4b3e7d8e18758fd541","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","693501817956cf3291e99ac2","2025-12-06 23:27"
"amerain1729","63e33f4b3e7d8e18758fd541","twitch.tv/yapchell","67f66e1eab7fc9feab89429b","69350236e71318b28fb0e6fb","2025-12-06 23:31"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","69350325ed6e5d35d8e4ff18","2025-12-06 23:36"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","693504317956cf3291e99c25","2025-12-06 23:38"
"shion","5ee4b5fc9d0ad24fd05b0a7a","ThomasThTrain","5fdcf2d89f206900016dc4d2","69350401ed6e5d35d8e4ff71","2025-12-06 23:41"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","amerain1729","63e33f4b3e7d8e18758fd541","693504e17956cf3291e99c88","2025-12-06 23:43"
"shion","5ee4b5fc9d0ad24fd05b0a7a","amerain1729","63e33f4b3e7d8e18758fd541","693505e7ed6e5d35d8e50020","2025-12-06 23:46"
"amerain1729","63e33f4b3e7d8e18758fd541","shion","5ee4b5fc9d0ad24fd05b0a7a","693506b37956cf3291e99d71","2025-12-06 23:50"
"twitch.tv/yapchell","67f66e1eab7fc9feab89429b","sparqkle(すぱーくる)","67af33931b7ca29477ec0276","6935066c7956cf3291e99d4f","2025-12-06 23:52"
"amerain1729","63e33f4b3e7d8e18758fd541","shion","5ee4b5fc9d0ad24fd05b0a7a","693507867956cf3291e99dd7","2025-12-06 23:54"
"Geoplonker","63e1d8513621f1ba4a58fb70","Tottenhamwisps","60ad03a48b6e1d00012f8e7e","69350754a1940edb82371cd3","2025-12-06 23:57"
